,Event date,State Code,Country,Injury severity,Aircraft damage,Make,Model,Number of engines,Engine type,FAR description,Purpose of flight,Total fatal injuries,Total serious injuries,Total minor injuries,Total uninjured,Weather condition,Report status,Region,Year,Total passengers,Total injuries
12539,1985-08-04,GA,United States,Non-Fatal,Destroyed,Aerospatiale,AS-355F,2.0,Turbo Shaft,Unknown,Personal,0.0,6.0,0.0,0.0,VMC,Probable Cause,South,1985,6.0,6.0
12576,1985-08-07,MI,United States,Incident,Minor,Mcdonnell douglas,DC-10-10,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,195.0,VMC,Probable Cause,Midwest,1985,195.0,0.0
12619,1985-08-11,VA,United States,Incident,Minor,Boeing,727-225,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,78.0,VMC,Probable Cause,South,1985,78.0,0.0
12627,1985-08-12,TX,United States,Fatal(3),Destroyed,Beech,200,2.0,Turbo Prop,Unknown,Instructional,3.0,0.0,0.0,2.0,VMC,Probable Cause,South,1985,5.0,3.0
12650,1985-08-13,WI,United States,Non-Fatal,Substantial,Learjet,23,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Midwest,1985,2.0,0.0
12666,1985-08-15,MT,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,1985,1.0,0.0
12670,1985-08-15,MT,United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,1985,1.0,0.0
12686,1985-08-17,TX,United States,Non-Fatal,Destroyed,Douglas,TB-26B,2.0,Reciprocating,Unknown,Ferry,0.0,0.0,2.0,0.0,VMC,Probable Cause,South,1985,2.0,2.0
12719,1985-08-19,KS,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Midwest,1985,2.0,0.0
12778,1985-08-25,ME,United States,Fatal(8),Destroyed,Beech,99,2.0,Turbo Prop,Unknown,Unknown,8.0,0.0,0.0,0.0,IMC,Probable Cause,Northeast,1985,8.0,8.0
12803,1985-08-27,CA,United States,Non-Fatal,Substantial,Swearingen,SA226TC METRO II,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,4.0,13.0,VMC,Probable Cause,West,1985,17.0,4.0
12808,1985-08-28,NC,United States,Fatal(3),Destroyed,Beech,C-99,2.0,Turbo Prop,Unknown,Instructional,3.0,0.0,0.0,0.0,VMC,Probable Cause,South,1985,3.0,3.0
12815,1985-08-28,NJ,United States,Non-Fatal,Substantial,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Northeast,1985,1.0,0.0
12819,1985-08-29,SC,United States,Incident,Unknown,Boeing,727-225,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,7.0,118.0,IMC,Probable Cause,South,1985,125.0,7.0
12829,1985-08-30,NY,United States,Non-Fatal,Substantial,Swearingen,226T,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Northeast,1985,2.0,0.0
12872,1985-09-03,TX,United States,Incident,Minor,Mcdonnell douglas,DC-10-10,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,188.0,VMC,Probable Cause,South,1985,189.0,1.0
12903,1985-09-06,WI,United States,Fatal(31),Destroyed,Douglas,DC-9-14,2.0,Turbo Fan,Unknown,Unknown,31.0,0.0,0.0,0.0,VMC,Probable Cause,Midwest,1985,31.0,31.0
12914,1985-09-06,SC,United States,Non-Fatal,Substantial,Swearingen,SA-26AT,2.0,Turbo Prop,Unknown,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1985,2.0,0.0
12924,1985-09-08,FL,United States,Incident,Minor,Douglas,DC-8-71,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,107.0,VMC,Probable Cause,South,1985,107.0,0.0
12926,1985-09-08,DC,United States,Incident,Minor,Mcdonnell douglas,DC-10-10,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,175.0,VMC,Probable Cause,South,1985,176.0,1.0
12943,1985-09-09,MO,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,Midwest,1985,3.0,0.0
12990,1985-09-15,NY,United States,Incident,Minor,Boeing,747-130,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,507.0,VMC,Probable Cause,Northeast,1985,507.0,0.0
12993,1985-09-15,CT,United States,Non-Fatal,Substantial,Beech,BE-55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,6.0,VMC,Probable Cause,Northeast,1985,6.0,0.0
13017,1985-09-17,NG,MISSING,Fatal(1),Destroyed,Swearingen,SA-226T,2.0,Turbo Prop,Unknown,Business,1.0,0.0,0.0,0.0,VMC,Probable Cause,Unknown,1985,1.0,1.0
13072,1985-09-23,VA,United States,Fatal(14),Destroyed,Beech,B99,2.0,Turbo Prop,Unknown,Unknown,14.0,0.0,0.0,0.0,IMC,Probable Cause,South,1985,14.0,14.0
13088,1985-09-25,WV,United States,Fatal(1),Destroyed,Beech,D18S,2.0,Reciprocating,Unknown,Unknown,1.0,0.0,0.0,0.0,IMC,Probable Cause,South,1985,1.0,1.0
13092,1985-09-25,AK,United States,Non-Fatal,Substantial,Boeing,737-2X6C,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,20.0,VMC,Probable Cause,West,1985,21.0,1.0
13113,1985-09-29,CO,United States,Incident,Minor,Boeing,727-100,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,71.0,VMC,Probable Cause,West,1985,71.0,0.0
13215,1985-10-11,PA,United States,Fatal(1),Destroyed,De havilland,DHC-6,2.0,Turbo Prop,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,Northeast,1985,1.0,1.0
13222,1985-10-11,NY,United States,Non-Fatal,Substantial,Beech,BE-99,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,Northeast,1985,10.0,0.0
13230,1985-10-12,FL,United States,Non-Fatal,Substantial,Beech,65A-80,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1985,2.0,0.0
13268,1985-10-17,MO,United States,Non-Fatal,Substantial,Beech,H-18,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,6.0,VMC,Probable Cause,Midwest,1985,6.0,0.0
13277,1985-10-19,FL,United States,Incident,Minor,Mcdonnell douglas,DC-9-51,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,122.0,VMC,Probable Cause,South,1985,122.0,0.0
13292,1985-10-20,NM,United States,Non-Fatal,Substantial,Beech,D50A,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,1985,1.0,0.0
13304,1985-10-23,PA,United States,Non-Fatal,Substantial,Beech,BE-95-100,2.0,Turbo Prop,Unknown,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,Northeast,1985,2.0,0.0
13309,1985-10-24,NY,United States,Incident,Unknown,Boeing,B-767,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,421.0,VMC,Probable Cause,Northeast,1985,421.0,0.0
13311,1985-10-24,CA,United States,Incident,Minor,Boeing,727-200,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,90.0,IMC,Probable Cause,West,1985,90.0,0.0
13346,1985-10-27,GA,United States,Fatal(2),Destroyed,Beech,58P,2.0,Reciprocating,Unknown,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,South,1985,2.0,2.0
13386,1985-11-03,WV,United States,Non-Fatal,Unknown,Boeing,737,2.0,Turbo Jet,Unknown,Unknown,0.0,1.0,1.0,58.0,VMC,Probable Cause,South,1985,60.0,2.0
13399,1985-11-05,OK,United States,Fatal(2),Destroyed,Beech,H18,2.0,Reciprocating,Unknown,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,South,1985,2.0,2.0
13403,1985-11-06,CA,United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,1985,1.0,0.0
13412,1985-11-07,NE,United States,Non-Fatal,Substantial,Boeing,727-23,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,71.0,VMC,Probable Cause,Midwest,1985,71.0,0.0
13495,1985-11-23,FL,United States,Fatal(6),Destroyed,Beech,58,2.0,Reciprocating,Unknown,Personal,6.0,0.0,0.0,0.0,IMC,Probable Cause,South,1985,6.0,6.0
13506,1985-11-24,IN,United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1985,1.0,0.0
13512,1985-11-26,WY,United States,Incident,Minor,Boeing,727-100,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,111.0,VMC,Probable Cause,West,1985,111.0,0.0
13519,1985-11-27,RI,United States,Fatal(2),Destroyed,Beech,C90,2.0,Turbo Prop,Unknown,Ferry,2.0,0.0,0.0,0.0,IMC,Probable Cause,Northeast,1985,2.0,2.0
13525,1985-11-28,IL,United States,Incident,Minor,Boeing,747-251F,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,3.0,IMC,Probable Cause,Midwest,1985,3.0,0.0
13536,1985-12-01,FL,United States,Non-Fatal,Destroyed,Beech,60,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1985,1.0,0.0
13537,1985-12-01,NJ,United States,Fatal(1),Destroyed,Beech,D95A,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,Northeast,1985,1.0,1.0
13547,1985-12-02,MI,United States,Incident,Minor,Embraer,EMB-110P1,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,15.0,VMC,Probable Cause,Midwest,1985,15.0,0.0
13582,1985-12-08,MN,United States,Fatal(3),Destroyed,Learjet,35A,2.0,Turbo Fan,Unknown,Instructional,3.0,0.0,0.0,0.0,VMC,Probable Cause,Midwest,1985,3.0,3.0
13591,1985-12-10,MI,United States,Fatal(2),Destroyed,Aerospatiale,SA365N,2.0,Turbo Shaft,Unknown,Business,2.0,1.0,0.0,0.0,IMC,Probable Cause,Midwest,1985,3.0,3.0
13597,1985-12-12,da,Canada,Fatal(256),Destroyed,Douglas,DC-8-63,4.0,Turbo Jet,Unknown,Unknown,256.0,0.0,0.0,0.0,IMC,Foreign,Unknown,1985,256.0,256.0
13606,1985-12-13,FL,United States,Non-Fatal,Substantial,Beech,E-18S,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1985,2.0,0.0
13607,1985-12-13,KY,United States,Non-Fatal,Substantial,Beech,BE-60,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,4.0,IMC,Probable Cause,South,1985,4.0,0.0
13610,1985-12-14,MI,United States,Fatal(5),Destroyed,Beech,B-60,2.0,Reciprocating,Unknown,Personal,5.0,0.0,0.0,0.0,IMC,Probable Cause,Midwest,1985,5.0,5.0
13626,1985-12-15,AK,United States,Non-Fatal,Substantial,Douglas,DC-3C,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,1985,3.0,0.0
13627,1985-12-15,MA,United States,Non-Fatal,Substantial,Boeing,747-136,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,269.0,VMC,Probable Cause,Northeast,1985,269.0,0.0
13641,1985-12-19,FL,United States,Non-Fatal,Substantial,Beech,C-18S,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1985,2.0,0.0
13665,1985-12-23,CA,United States,Fatal(7),Destroyed,Beech,95-A55,2.0,Reciprocating,Unknown,Personal,7.0,17.0,62.0,0.0,IMC,Probable Cause,West,1985,86.0,86.0
13679,1985-12-28,FL,United States,Incident,Minor,Boeing,727-232,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,131.0,VMC,Probable Cause,South,1985,131.0,0.0
13687,1985-12-28,MN,United States,Non-Fatal,Substantial,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1985,1.0,0.0
13699,1985-12-30,GA,United States,Incident,Minor,Airbus,A-300 B4-203,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,169.0,VMC,Probable Cause,South,1985,169.0,0.0
13705,1985-12-31,TX,United States,Fatal(7),Destroyed,Douglas,DC-3,2.0,Reciprocating,Unknown,Executive/corporate,7.0,2.0,0.0,0.0,VMC,Probable Cause,South,1985,9.0,9.0
13718,1986-01-02,MI,United States,Incident,Unknown,Mcdonnell douglas,DC-10-10,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,236.0,IMC,Probable Cause,Midwest,1986,236.0,0.0
13720,1986-01-02,TX,United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1986,1.0,0.0
13723,1986-01-03,TX,United States,Incident,Minor,Boeing,737-2H4,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,44.0,VMC,Probable Cause,South,1986,44.0,0.0
13750,1986-01-08,CA,United States,Fatal(1),Destroyed,Beech,D-50,2.0,Reciprocating,Unknown,Ferry,1.0,0.0,0.0,0.0,VMC,Probable Cause,West,1986,1.0,1.0
13754,1986-01-09,TN,United States,Incident,Minor,Boeing,727-232,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,38.0,VMC,Probable Cause,South,1986,38.0,0.0
13805,1986-01-17,VA,United States,Non-Fatal,Substantial,Boeing,727-225,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,131.0,VMC,Probable Cause,South,1986,131.0,0.0
13806,1986-01-17,OH,United States,Non-Fatal,Substantial,Beech,BE-90C,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,2.0,IMC,Probable Cause,Midwest,1986,2.0,0.0
13816,1986-01-19,NV,United States,Non-Fatal,Unknown,Boeing,727-214,3.0,Turbo Fan,Unknown,Unknown,0.0,1.0,7.0,138.0,VMC,Probable Cause,West,1986,146.0,8.0
13839,1986-01-22,AL,United States,Fatal(1),Destroyed,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,South,1986,1.0,1.0
13866,1986-01-27,FL,United States,Incident,Unknown,Boeing,747-123,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,16.0,224.0,VMC,Probable Cause,South,1986,240.0,16.0
13883,1986-01-31,MA,United States,Fatal(1),Destroyed,Beech,E55,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,Northeast,1986,1.0,1.0
13915,1986-02-05,NY,United States,Incident,Minor,Boeing,727-225,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,8.0,VMC,Probable Cause,Northeast,1986,8.0,0.0
13919,1986-02-06,IL,United States,Incident,Minor,Boeing,727-22,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,1.0,51.0,VMC,Probable Cause,Midwest,1986,52.0,1.0
13925,1986-02-07,AK,United States,Non-Fatal,Substantial,De havilland,DHC-6,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,9.0,IMC,Probable Cause,West,1986,9.0,0.0
13928,1986-02-08,TX,United States,Incident,Minor,Boeing,727-223,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,134.0,IMC,Probable Cause,South,1986,134.0,0.0
13950,1986-02-11,KY,United States,Non-Fatal,Substantial,Beech,H-18,2.0,Reciprocating,Unknown,Unknown,0.0,1.0,0.0,0.0,VMC,Probable Cause,South,1986,1.0,1.0
13957,1986-02-12,IN,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1986,1.0,0.0
13959,1986-02-13,HI,United States,Non-Fatal,Destroyed,Beech,E18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,1.0,1.0,VMC,Probable Cause,West,1986,2.0,1.0
13963,1986-02-14,MO,United States,Non-Fatal,Substantial,Swearingen,SA226TC,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,16.0,VMC,Probable Cause,Midwest,1986,16.0,0.0
13965,1986-02-15,FL,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1986,2.0,0.0
14000,1986-02-20,CO,United States,Non-Fatal,Substantial,Boeing,737-300,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,111.0,VMC,Probable Cause,West,1986,111.0,0.0
14008,1986-02-21,PA,United States,Non-Fatal,Substantial,Mcdonnell douglas,DC-9-31,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,22.0,IMC,Probable Cause,Northeast,1986,23.0,1.0
14009,1986-02-22,TN,United States,Fatal(1),Destroyed,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,South,1986,1.0,1.0
14033,1986-02-26,WI,United States,Non-Fatal,Destroyed,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,1.0,0.0,0.0,IMC,Probable Cause,Midwest,1986,1.0,1.0
14046,1986-02-27,VA,United States,Non-Fatal,Substantial,Beech,BE65,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1986,3.0,0.0
14048,1986-02-27,NY,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Northeast,1986,2.0,0.0
14068,1986-03-02,IL,United States,Incident,Unknown,Douglas,DC-10,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,106.0,VMC,Probable Cause,Midwest,1986,106.0,0.0
14074,1986-03-02,MS,United States,Non-Fatal,Substantial,Beech,D-18S,2.0,Reciprocating,Unknown,Aerial Observation,0.0,0.0,0.0,6.0,VMC,Probable Cause,South,1986,6.0,0.0
14083,1986-03-03,HI,United States,Non-Fatal,Unknown,Boeing,747-122,4.0,Turbo Fan,Unknown,Unknown,0.0,2.0,7.0,331.0,VMC,Probable Cause,West,1986,340.0,9.0
14091,1986-03-04,TN,United States,Non-Fatal,Substantial,Beech,BE-90,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,9.0,VMC,Probable Cause,South,1986,9.0,0.0
14132,1986-03-10,WA,United States,Non-Fatal,Substantial,Beech,18,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,1986,2.0,0.0
14138,1986-03-12,TN,United States,Non-Fatal,Unknown,Boeing,727-223,3.0,Turbo Fan,Unknown,Unknown,0.0,1.0,1.0,68.0,VMC,Probable Cause,South,1986,70.0,2.0
14143,1986-03-13,MI,United States,Fatal(3),Destroyed,Embraer,EMB-110P1,2.0,Turbo Prop,Unknown,Unknown,3.0,5.0,1.0,0.0,IMC,Probable Cause,Midwest,1986,9.0,9.0
14144,1986-03-13,SC,United States,Incident,Minor,Mcdonnell douglas,DC-9-31,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,79.0,VMC,Probable Cause,South,1986,79.0,0.0
14151,1986-03-14,OR,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Unknown,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,1986,2.0,0.0
14163,1986-03-16,FL,United States,Incident,Minor,Boeing,727,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,140.0,VMC,Probable Cause,South,1986,140.0,0.0
14187,1986-03-20,AK,United States,Fatal(2),Destroyed,De havilland,DHC-4A,2.0,Reciprocating,Unknown,Business,2.0,0.0,0.0,0.0,VMC,Probable Cause,West,1986,2.0,2.0
14192,1986-03-20,CA,United States,Non-Fatal,Substantial,Beech,65-A80,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,UNK,Probable Cause,West,1986,1.0,0.0
14194,1986-03-21,TN,United States,Incident,Unknown,Mcdonnell douglas,F-4,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,131.0,VMC,Probable Cause,South,1986,131.0,0.0
14195,1986-03-21,TN,United States,Incident,Unknown,Boeing,737-200,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,131.0,VMC,Probable Cause,South,1986,131.0,0.0
14204,1986-03-22,OH,United States,Incident,Unknown,Boeing,727-231,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,152.0,VMC,Probable Cause,Midwest,1986,152.0,0.0
14225,1986-03-23,NM,United States,Non-Fatal,Substantial,Douglas,C-47,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,4.0,VMC,Probable Cause,West,1986,4.0,0.0
14238,1986-03-25,IA,United States,Non-Fatal,Substantial,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1986,1.0,0.0
14241,1986-03-26,MA,United States,Incident,Unknown,Boeing,727-231,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,2.0,94.0,VMC,Probable Cause,Northeast,1986,96.0,2.0
14288,1986-03-31,CA,United States,Incident,Unknown,Boeing,767-222,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,192.0,VMC,Probable Cause,West,1986,192.0,0.0
14309,1986-04-03,MN,United States,Incident,Minor,Boeing,757-251,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,161.0,VMC,Probable Cause,Midwest,1986,161.0,0.0
14325,1986-04-05,TX,United States,Fatal(1),Destroyed,Beech,65,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,South,1986,1.0,1.0
14328,1986-04-05,FL,United States,Non-Fatal,Substantial,Beech,65-90,2.0,Turbo Prop,Unknown,Business,0.0,2.0,0.0,0.0,VMC,Probable Cause,South,1986,2.0,2.0
14335,1986-04-05,TX,United States,Non-Fatal,Substantial,Douglas,DC-3C,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1986,3.0,0.0
14344,1986-04-07,NY,United States,Non-Fatal,Minor,Douglas,DC-10-30,3.0,Turbo Fan,Unknown,Unknown,0.0,2.0,10.0,71.0,VMC,Probable Cause,Northeast,1986,83.0,12.0
14355,1986-04-08,FL,United States,Non-Fatal,Substantial,Beech,BE-95,2.0,Reciprocating,Unknown,Positioning,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1986,2.0,0.0
14361,1986-04-08,IL,United States,Non-Fatal,Substantial,Boeing,737-222,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,1.0,113.0,VMC,Probable Cause,Midwest,1986,114.0,1.0
14431,1986-04-17,MI,United States,Incident,Unknown,Boeing,727-231,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,102.0,VMC,Probable Cause,Midwest,1986,102.0,0.0
14442,1986-04-19,AR,United States,Non-Fatal,Substantial,Beech,A-90,2.0,Turbo Prop,Unknown,Positioning,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1986,1.0,0.0
14443,1986-04-19,FL,United States,Non-Fatal,Substantial,Beech,B95A,2.0,Reciprocating,Unknown,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,South,1986,2.0,2.0
14474,1986-04-22,FL,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1986,3.0,0.0
14576,1986-05-04,CO,United States,Non-Fatal,Unknown,Boeing,737-200,2.0,Turbo Fan,Unknown,Unknown,0.0,2.0,0.0,50.0,VMC,Probable Cause,West,1986,52.0,2.0
14598,1986-05-07,TX,United States,Incident,Unknown,Mcdonnell douglas,DC-10-10,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,4.0,270.0,VMC,Probable Cause,South,1986,274.0,4.0
14600,1986-05-07,MT,United States,Fatal(1),Destroyed,Swearingen,SA226AT,2.0,Turbo Prop,Unknown,Unknown,1.0,0.0,0.0,0.0,IMC,Probable Cause,West,1986,1.0,1.0
14602,1986-05-07,FL,United States,Non-Fatal,Substantial,Learjet,24,2.0,Turbo Jet,Unknown,Personal,0.0,0.0,1.0,3.0,VMC,Probable Cause,South,1986,4.0,1.0
14676,1986-05-16,WY,United States,Non-Fatal,Substantial,Beech,BE-99C,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,9.0,IMC,Probable Cause,West,1986,9.0,0.0
14683,1986-05-17,IL,United States,Incident,Unknown,Boeing,727-223,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,224.0,VMC,Probable Cause,Midwest,1986,224.0,0.0
14684,1986-05-17,IL,United States,Incident,Minor,Mcdonnell douglas,DC-9-31,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,224.0,VMC,Probable Cause,Midwest,1986,224.0,0.0
14728,1986-05-20,IN,United States,Non-Fatal,Substantial,Beech,BE-F90,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,5.0,VMC,Probable Cause,Midwest,1986,5.0,0.0
14731,1986-05-20,KS,United States,Non-Fatal,Substantial,Swearingen,SA226,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,8.0,VMC,Probable Cause,Midwest,1986,8.0,0.0
14750,1986-05-23,TN,United States,Incident,Unknown,Boeing,727-295,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,129.0,VMC,Probable Cause,South,1986,129.0,0.0
14755,1986-05-23,IA,Australia,Non-Fatal,Substantial,Boeing,747SP-21,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,108.0,VMC,Foreign,Midwest,1986,108.0,0.0
14769,1986-05-25,TX,United States,Incident,Minor,Boeing,727-224,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,2.0,83.0,VMC,Probable Cause,South,1986,85.0,2.0
14806,1986-05-30,NY,United States,Incident,Unknown,Douglas,DC-9-31,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,69.0,VMC,Probable Cause,Northeast,1986,69.0,0.0
14839,1986-06-02,KY,United States,Fatal(1),Destroyed,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,South,1986,1.0,1.0
14897,1986-06-07,WI,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,Unknown,Positioning,0.0,0.0,0.0,2.0,IMC,Probable Cause,Midwest,1986,2.0,0.0
14903,1986-06-08,SC,United States,Incident,Unknown,Boeing,727-225,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,67.0,VMC,Probable Cause,South,1986,67.0,0.0
14965,1986-06-14,SC,United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1986,1.0,0.0
14983,1986-06-16,WY,United States,Fatal(1),Destroyed,Beech,C90A,2.0,Turbo Prop,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,West,1986,1.0,1.0
